Draft Number,Round Number,Player,Team,Conference,Position,Team Name,Owner Name,Season,Player ID,Player Birth Place,Player Birth Country,Player Height (in),Player Weight (lbs),Player DOB,Player Age,Fantasy Points,G,A,+/-,PTS,PIM,PPG,PPA,SHG,SHA,GWG,FOW,FOL,25,TTOI,ATOI,SOG,30,HIT,BLK,GP,STPG,STPA,STP,PPP,SHP,HAT,GS,W,L,SA,GA,SV,SO,MIN,OTL,GAA,SV%,12,DEF,99,5
22,4,Mark Scheifele,WPG,Western,C,Radioactive Man,Nam Le,20212022,2562632.0,"Kitchener, ON",CAN,75.0,207.0,15/3/1993,28.0,250.0,29.0,41.0,-17.0,70.0,23.0,7.0,12.0,0.0,0.0,3.0,433.0,416.0,1500.0,84958.0,1268.02985075,159.0,67.0,36.0,47.0,67.0,7.0,12.0,19.0,19.0,0.0,2.0,,,,,,,,,,,,,,,
23,4,Sidney Crosby,PIT,Eastern,C,Super Nintendo Chalmers,Ivan Chow,20212022,3114.0,"Cole Harbour, NS",CAN,71.0,200.0,7/8/1987,34.0,300.0,31.0,53.0,19.0,84.0,32.0,8.0,22.0,0.0,0.0,9.0,760.0,690.0,1691.0,82694.0,1198.46376812,208.0,69.0,50.0,37.0,69.0,8.0,22.0,30.0,30.0,0.0,1.0,,,,,,,,,,,,,,,
24,4,Patrice Bergeron,BOS,Eastern,C,THE FAMILY GUY,Brandon Nguyen,20212022,2280.0,"Ancienne-Lorette, QC",CAN,73.0,195.0,24/7/1985,36.0,243.0,25.0,40.0,26.0,65.0,32.0,8.0,15.0,0.0,3.0,4.0,991.0,609.0,1682.0,79629.0,1090.80821918,293.0,73.0,78.0,45.0,73.0,8.0,18.0,26.0,23.0,3.0,2.0,,,,,,,,,,,,,,,
25,4,Mika Zibanejad,NYR,Eastern,C,Stupid Sexy Flanders,vince tran,20212022,2562637.0,"Huddinge, SWE",SWE,74.0,203.0,18/4/1993,28.0,288.0,29.0,52.0,30.0,81.0,12.0,15.0,13.0,1.0,4.0,3.0,700.0,640.0,1902.0,95416.0,1177.97530864,219.0,81.0,67.0,47.0,81.0,16.0,17.0,33.0,28.0,5.0,1.0,,,,,,,,,,,,,,,
26,4,Cale Makar,COL,Western,D,ミスター スパーコル,Maanik Bhandari,20212022,4233563.0,"Calgary, AB",CAN,72.0,187.0,30/10/1998,23.0,298.0,28.0,58.0,48.0,86.0,26.0,9.0,25.0,0.0,0.0,6.0,0.0,0.0,2141.0,118586.0,1540.07792208,240.0,77.0,95.0,110.0,77.0,9.0,25.0,34.0,34.0,0.0,,,,,,,,,,,,,,86.0,,
27,4,Max Pacioretty,VGK,Western,LW,Front Facing Skinner,Brian Duong,20212022,4005.0,"New Canaan, CT",USA,74.0,217.0,20/11/1988,33.0,127.0,19.0,18.0,8.0,37.0,33.0,4.0,8.0,0.0,0.0,4.0,2.0,7.0,794.0,40666.0,1042.71794872,148.0,39.0,30.0,21.0,39.0,4.0,8.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,
28,4,Philipp Grubauer,SEA,Western,G,steams hams Norhtern Lights,bryan lam,20212022,5657.0,"Rosenheim, GER",GER,73.0,188.0,25/11/1991,30.0,134.0,,,,,,,,,,,,,,,,,55.0,,,,0.0,0.0,0.0,0.0,0.0,,54.0,18.0,31.0,1480.0,164.0,1316.0,2.0,186685.0,5.0,3.16254654,0.88918919,0.33333333,,,
29,5,J.T. Miller,VAN,Western,C,steams hams Norhtern Lights,bryan lam,20212022,2590852.0,"East Palestine, OH",USA,73.0,218.0,14/3/1993,28.0,352.0,32.0,67.0,15.0,99.0,47.0,8.0,30.0,0.0,2.0,6.0,668.0,565.0,2070.0,101155.0,1264.4375,206.0,80.0,172.0,56.0,80.0,8.0,32.0,40.0,38.0,2.0,1.0,,,,,,,,,,,,,,,
30,5,Gabriel Landeskog,COL,Western,LW,Front Facing Skinner,Brian Duong,20212022,2562609.0,"Stockholm, SWE",SWE,73.0,215.0,23/11/1992,29.0,218.0,30.0,30.0,27.0,60.0,78.0,7.0,8.0,0.0,0.0,5.0,241.0,198.0,1201.0,62172.0,1219.05882353,150.0,51.0,94.0,34.0,51.0,7.0,8.0,15.0,15.0,0.0,2.0,,,,,,,,,,,,,,,
31,5,Kyle Connor,WPG,Western,LW,ミスター スパーコル,Maanik Bhandari,20212022,3899952.0,"Clinton, MI",USA,73.0,183.0,9/12/1996,25.0,319.0,47.0,46.0,-3.0,93.0,4.0,8.0,20.0,3.0,0.0,9.0,1.0,6.0,1893.0,103219.0,1306.56962025,317.0,79.0,32.0,23.0,79.0,11.0,20.0,31.0,28.0,3.0,,,,,,,,,,,,,,,,
32,5,John Tavares,TOR,Eastern,C,Stupid Sexy Flanders,vince tran,20212022,5160.0,"Mississauga, ON",CAN,73.0,211.0,20/9/1990,31.0,257.0,27.0,49.0,-8.0,76.0,32.0,10.0,16.0,0.0,0.0,3.0,813.0,529.0,1672.0,85651.0,1084.18987342,237.0,79.0,90.0,44.0,79.0,10.0,16.0,26.0,26.0,0.0,,,,,,,,,,,,,,,,
33,5,Victor Hedman,TB,Eastern,D,THE FAMILY GUY,Brandon Nguyen,20212022,5157.0,"Ornskoldsvik, SWE",SWE,79.0,244.0,18/12/1990,31.0,299.0,20.0,65.0,25.0,85.0,36.0,6.0,32.0,0.0,0.0,6.0,0.0,0.0,2212.0,123354.0,1504.31707317,219.0,82.0,93.0,129.0,82.0,6.0,32.0,38.0,38.0,0.0,,,,,,,,,,,,,,85.0,,
34,5,John Carlson,WSH,Eastern,D,Super Nintendo Chalmers,Ivan Chow,20212022,5118.0,"Natick, MA",USA,75.0,220.0,10/1/1990,31.0,243.0,17.0,54.0,13.0,71.0,20.0,7.0,18.0,0.0,3.0,2.0,0.0,0.0,2064.0,111435.0,1428.65384615,195.0,78.0,73.0,112.0,78.0,7.0,21.0,28.0,25.0,3.0,,,,,,,,,,,,,,71.0,,
35,5,Quinn Hughes,VAN,Western,D,Radioactive Man,Nam Le,20212022,4320548.0,"Orlando, FL",USA,70.0,180.0,14/10/1999,22.0,238.0,8.0,60.0,10.0,68.0,28.0,0.0,31.0,0.0,2.0,1.0,0.0,0.0,2113.0,115128.0,1514.84210526,150.0,76.0,19.0,56.0,76.0,0.0,33.0,33.0,31.0,2.0,,,,,,,,,,,,,,68.0,,
36,6,Connor Hellebuyck,WPG,Western,G,Radioactive Man,Nam Le,20212022,3020225.0,"Commerce Township, MI",USA,76.0,207.0,19/5/1993,28.0,219.0,,,,,,,,,,,,,,,,,66.0,,,,0.0,0.0,0.0,0.0,0.0,,66.0,29.0,27.0,2155.0,193.0,1962.0,4.0,234210.0,10.0,2.96656846,0.91044084,0.43939394,,,
37,6,Mark Stone,VGK,Western,RW,Super Nintendo Chalmers,Ivan Chow,20212022,5545.0,"Winnipeg, MB",CAN,75.0,210.0,13/5/1992,29.0,99.0,9.0,21.0,7.0,30.0,8.0,3.0,3.0,0.0,1.0,2.0,13.0,16.0,798.0,40722.0,1100.59459459,71.0,37.0,19.0,24.0,37.0,3.0,4.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,
38,6,Adam Fox,NYR,Eastern,D,THE FAMILY GUY,Brandon Nguyen,20212022,4197146.0,"Jericho, NY",USA,71.0,180.0,17/2/1998,23.0,259.0,11.0,63.0,18.0,74.0,26.0,0.0,33.0,1.0,1.0,2.0,0.0,0.0,2191.0,111885.0,1434.42307692,158.0,78.0,30.0,128.0,78.0,1.0,34.0,35.0,33.0,2.0,,,,,,,,,,,,,,74.0,,
39,6,Jeff Petry,MON,Eastern,D,Stupid Sexy Flanders,vince tran,20212022,5407.0,"Ann Arbor, MI",USA,75.0,208.0,9/12/1987,34.0,86.0,6.0,21.0,-11.0,27.0,36.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1668.0,90254.0,1327.26470588,124.0,68.0,140.0,117.0,68.0,0.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,27.0,,
40,6,Darcy Kuemper,COL,Western,G,ミスター スパーコル,Maanik Bhandari,20212022,2610321.0,"Saskatoon, SK",CAN,77.0,215.0,5/5/1990,31.0,279.0,,,,,,,,,,,,,,,,,57.0,,,,0.0,0.0,0.0,0.0,0.0,,57.0,37.0,12.0,1754.0,138.0,1616.0,5.0,195487.0,4.0,2.54134546,0.92132269,0.69811321,,,
41,6,Robin Lehner,VGK,Western,G,Front Facing Skinner,Brian Duong,20212022,5283.0,"Gothenburg, SWE",SWE,76.0,240.0,24/7/1991,30.0,165.0,,,,,,,,,,,,,,,,,44.0,,,,0.0,0.0,0.0,0.0,0.0,,44.0,23.0,17.0,1288.0,120.0,1168.0,1.0,152799.0,2.0,2.82724363,0.9068323,0.54761905,,,
42,6,Blake Wheeler,WPG,Western,RW,steams hams Norhtern Lights,bryan lam,20212022,3961.0,"Plymouth, MN",USA,77.0,222.0,31/8/1986,35.0,202.0,17.0,43.0,-15.0,60.0,36.0,3.0,17.0,0.0,0.0,2.0,4.0,17.0,1462.0,76199.0,1172.29230769,167.0,65.0,62.0,37.0,65.0,3.0,17.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
43,7,Brock Boeser,VAN,Western,RW,steams hams Norhtern Lights,bryan lam,20212022,3899979.0,"Burnsville, MN",USA,73.0,208.0,25/2/1997,24.0,162.0,23.0,23.0,-5.0,46.0,20.0,11.0,6.0,0.0,1.0,6.0,26.0,27.0,1532.0,79232.0,1115.94366197,195.0,71.0,35.0,26.0,71.0,11.0,7.0,18.0,17.0,1.0,,,,,,,,,,,,,,,,
44,7,Roman Josi,NSH,Western,D,Front Facing Skinner,Brian Duong,20212022,5436.0,"Bern, SUI",SUI,73.0,201.0,1/6/1990,31.0,327.0,23.0,73.0,13.0,96.0,46.0,11.0,26.0,0.0,0.0,2.0,0.0,0.0,2205.0,122633.0,1532.9125,281.0,80.0,66.0,133.0,80.0,11.0,26.0,37.0,37.0,0.0,,,,,,,,,,,,,,96.0,,
45,7,Kirill Kaprizov,MIN,Western,LW,ミスター スパーコル,Maanik Bhandari,20212022,3942335.0,"Novokuznetsk, RUS",RUS,70.0,203.0,26/4/1997,24.0,360.0,47.0,61.0,27.0,108.0,34.0,14.0,17.0,0.0,0.0,5.0,5.0,4.0,1576.0,92812.0,1145.82716049,289.0,81.0,73.0,29.0,81.0,14.0,17.0,31.0,31.0,0.0,,,,,,,,,,,,,,,,
46,7,Tristan Jarry,PIT,Eastern,G,Stupid Sexy Flanders,vince tran,20212022,3042020.0,"Surrey, BC",CAN,74.0,195.0,29/4/1995,26.0,254.0,,,,,,,,,,,,,,,,,58.0,,,,0.0,0.0,0.0,0.0,0.0,,56.0,34.0,18.0,1711.0,138.0,1573.0,4.0,204911.0,6.0,2.42446721,0.91934541,0.5862069,,,
47,7,Jake Guentzel,PIT,Eastern,LW,THE FAMILY GUY,Brandon Nguyen,20212022,3042083.0,"Omaha, NE",USA,71.0,176.0,6/10/1994,27.0,299.0,40.0,44.0,13.0,84.0,44.0,7.0,15.0,0.0,0.0,7.0,13.0,12.0,1826.0,91632.0,1205.68421053,264.0,76.0,72.0,38.0,76.0,7.0,15.0,22.0,22.0,0.0,2.0,,,,,,,,,,,,,,,
48,7,Claude Giroux,PHI,Eastern,LW,Super Nintendo Chalmers,Ivan Chow,20212022,3775.0,"Hearst, ON",CAN,71.0,186.0,12/1/1988,33.0,218.0,21.0,44.0,-5.0,65.0,26.0,5.0,18.0,0.0,0.0,0.0,733.0,483.0,1864.0,85815.0,1144.2,205.0,75.0,68.0,16.0,75.0,5.0,18.0,23.0,23.0,0.0,,,,,,,,,,,,,,,,
49,7,Matthew Tkachuk,CGY,Western,LW,Radioactive Man,Nam Le,20212022,4024854.0,"Scottsdale, AZ",USA,74.0,202.0,11/12/1997,24.0,356.0,42.0,62.0,57.0,104.0,68.0,12.0,17.0,0.0,0.0,6.0,20.0,23.0,1787.0,88056.0,1073.85365854,253.0,82.0,93.0,20.0,82.0,12.0,17.0,29.0,29.0,0.0,1.0,,,,,,,,,,,,,,,
50,8,Ryan O'Reilly,STL,Western,C,Radioactive Man,Nam Le,20212022,5208.0,"Clinton, ON",CAN,73.0,207.0,7/2/1991,30.0,191.0,21.0,37.0,11.0,58.0,12.0,9.0,7.0,0.0,1.0,0.0,900.0,685.0,1848.0,89298.0,1144.84615385,168.0,78.0,20.0,38.0,78.0,9.0,8.0,17.0,16.0,1.0,,,,,,,,,,,,,,,,
51,8,Taylor Hall,BOS,Eastern,LW,Super Nintendo Chalmers,Ivan Chow,20212022,5428.0,"Calgary, AB",CAN,73.0,210.0,14/11/1991,30.0,201.0,20.0,41.0,11.0,61.0,42.0,7.0,8.0,0.0,0.0,3.0,18.0,21.0,1572.0,79740.0,984.44444444,217.0,81.0,55.0,36.0,81.0,7.0,8.0,15.0,15.0,0.0,,,,,,,,,,,,,,,,
52,8,Jacob Markstrom,CGY,Western,G,THE FAMILY GUY,Brandon Nguyen,20212022,5452.0,"Gavle, SWE",SWE,78.0,207.0,31/1/1990,31.0,295.0,,,,,,,,,,,,,,,,,63.0,,,,0.0,0.0,0.0,0.0,0.0,,63.0,37.0,15.0,1754.0,137.0,1617.0,9.0,221752.0,9.0,2.22410621,0.92189282,0.60655738,,,
53,8,Elias Lindholm,CGY,Western,RW,Stupid Sexy Flanders,vince tran,20212022,3041994.0,"Boden, SWE",SWE,73.0,200.0,2/12/1994,27.0,285.0,42.0,40.0,61.0,82.0,22.0,10.0,9.0,1.0,1.0,9.0,842.0,751.0,2076.0,98156.0,1197.02439024,235.0,82.0,66.0,52.0,82.0,11.0,10.0,21.0,19.0,2.0,1.0,,,,,,,,,,,,,,,
54,8,Anze Kopitar,LA,Western,C,ミスター スパーコル,Maanik Bhandari,20212022,3183.0,"Jesenice, YUG",YUG,75.0,225.0,24/8/1987,34.0,237.0,19.0,48.0,-7.0,67.0,14.0,6.0,16.0,0.0,1.0,4.0,858.0,651.0,1981.0,100923.0,1245.96296296,210.0,81.0,72.0,71.0,81.0,6.0,17.0,23.0,22.0,1.0,1.0,,,,,,,,,,,,,,,
55,8,William Nylander,TOR,Eastern,RW,Front Facing Skinner,Brian Duong,20212022,3114736.0,"Calgary, AB",CAN,72.0,202.0,1/5/1996,25.0,278.0,34.0,46.0,-9.0,80.0,16.0,13.0,18.0,0.0,0.0,7.0,34.0,31.0,1774.0,88807.0,1096.38271605,256.0,81.0,19.0,30.0,81.0,13.0,18.0,31.0,31.0,0.0,,,,,,,,,,,,,,,,
56,8,Roope Hintz,DAL,Western,C,steams hams Norhtern Lights,bryan lam,20212022,3904183.0,"Tampere, FIN",FIN,75.0,213.0,17/11/1996,25.0,260.0,37.0,35.0,15.0,72.0,28.0,9.0,15.0,3.0,1.0,7.0,357.0,317.0,2027.0,86617.0,1082.7125,213.0,80.0,82.0,53.0,80.0,12.0,16.0,28.0,24.0,4.0,1.0,,,,,,,,,,,,,,,
57,9,Tyson Barrie,EDM,Western,D,steams hams Norhtern Lights,bryan lam,20212022,5181.0,"Victoria, BC",CAN,71.0,197.0,26/7/1991,30.0,145.0,7.0,34.0,3.0,41.0,18.0,3.0,18.0,0.0,1.0,0.0,0.0,0.0,1533.0,83047.0,1137.63013699,149.0,73.0,27.0,73.0,73.0,3.0,19.0,22.0,21.0,1.0,,,,,,,,,,,,,,41.0,,
58,9,Andrei Svechnikov,CAR,Eastern,LW,Front Facing Skinner,Brian Duong,20212022,4352683.0,"Barnaul, RUS",RUS,75.0,199.0,26/3/2000,21.0,234.0,30.0,39.0,19.0,69.0,79.0,9.0,13.0,0.0,0.0,5.0,0.0,6.0,1626.0,80776.0,1035.58974359,249.0,78.0,189.0,15.0,78.0,9.0,13.0,22.0,22.0,0.0,,,,,,,,,,,,,,,,
59,9,Dougie Hamilton,NJ,Eastern,D,ミスター スパーコル,Maanik Bhandari,20212022,2562605.0,"Toronto, ON",CAN,78.0,230.0,17/6/1993,28.0,99.0,9.0,21.0,-19.0,30.0,34.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1536.0,78934.0,1273.12903226,197.0,62.0,87.0,92.0,62.0,2.0,6.0,8.0,8.0,0.0,,,,,,,,,,,,,,30.0,,
60,9,Kris Letang,PIT,Eastern,D,Stupid Sexy Flanders,vince tran,20212022,3539.0,"Montreal, QC",CAN,72.0,193.0,24/4/1987,34.0,229.0,10.0,58.0,19.0,68.0,49.0,2.0,20.0,0.0,0.0,3.0,0.0,0.0,2148.0,120650.0,1546.79487179,214.0,78.0,171.0,122.0,78.0,2.0,20.0,22.0,22.0,0.0,,,,,,,,,,,,,,68.0,,
61,9,Tyler Seguin,DAL,Western,C,THE FAMILY GUY,Brandon Nguyen,20212022,5430.0,"Brampton, ON",CAN,74.0,201.0,31/1/1992,29.0,162.0,24.0,25.0,-21.0,49.0,30.0,3.0,10.0,0.0,0.0,2.0,462.0,366.0,1926.0,86598.0,1069.11111111,218.0,81.0,96.0,33.0,81.0,3.0,10.0,13.0,13.0,0.0,,,,,,,,,,,,,,,,
62,9,Juuse Saros,NSH,Western,G,Super Nintendo Chalmers,Ivan Chow,20212022,3042109.0,"Forssa, FIN",FIN,71.0,180.0,19/4/1995,26.0,282.0,,,,,,,,,,,,,,,,,67.0,,,,0.0,0.0,0.0,0.0,0.0,,67.0,38.0,25.0,2107.0,173.0,1934.0,4.0,235889.0,3.0,2.64022485,0.91789274,0.57575758,,,
63,9,Mathew Barzal,NYI,Eastern,C,Radioactive Man,Nam Le,20212022,3899946.0,"Coquitlam, BC",CAN,73.0,186.0,26/5/1997,24.0,198.0,15.0,44.0,-15.0,59.0,18.0,1.0,19.0,0.0,0.0,1.0,234.0,271.0,1450.0,78932.0,1081.26027397,161.0,73.0,36.0,17.0,73.0,1.0,19.0,20.0,20.0,0.0,,,,,,,,,,,,,,,,
64,10,Sean Couturier,PHI,Eastern,C,Radioactive Man,Nam Le,20212022,2562601.0,"Phoenix, AZ",USA,76.0,210.0,7/12/1992,29.0,59.0,6.0,11.0,-6.0,17.0,14.0,2.0,3.0,0.0,1.0,2.0,238.0,190.0,739.0,35472.0,1223.17241379,79.0,29.0,22.0,18.0,29.0,2.0,4.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,
65,10,David Perron,STL,Western,RW,Super Nintendo Chalmers,Ivan Chow,20212022,3792.0,"Sherbrooke, QC",CAN,72.0,202.0,28/5/1988,33.0,217.0,27.0,30.0,8.0,57.0,48.0,11.0,15.0,0.0,0.0,2.0,1.0,3.0,1383.0,68286.0,1019.19402985,177.0,67.0,80.0,11.0,67.0,11.0,15.0,26.0,26.0,0.0,2.0,,,,,,,,,,,,,,,
66,10,Nicklas Backstrom,WSH,Eastern,C,THE FAMILY GUY,Brandon Nguyen,20212022,3666.0,"Gavle, SWE",SWE,73.0,202.0,23/11/1987,34.0,108.0,6.0,25.0,-8.0,31.0,12.0,1.0,13.0,0.0,0.0,1.0,301.0,348.0,949.0,49324.0,1049.44680851,68.0,47.0,16.0,16.0,47.0,1.0,13.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,
67,10,Joe Pavelski,DAL,Western,RW,Stupid Sexy Flanders,vince tran,20212022,3451.0,"Plover, WI",USA,73.0,196.0,11/7/1984,37.0,270.0,27.0,54.0,11.0,81.0,14.0,12.0,13.0,0.0,0.0,2.0,395.0,357.0,1989.0,90892.0,1108.43902439,216.0,82.0,104.0,69.0,82.0,12.0,13.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,
68,10,Nikolaj Ehlers,WPG,Western,LW,ミスター スパーコル,Maanik Bhandari,20212022,3114741.0,"Aalborg, DEN",DEN,72.0,172.0,14/2/1996,25.0,176.0,28.0,27.0,18.0,55.0,20.0,4.0,5.0,0.0,0.0,2.0,2.0,1.0,1330.0,67216.0,1084.12903226,245.0,62.0,32.0,27.0,62.0,4.0,5.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,
69,10,Ondrej Palat,TB,Eastern,LW,Front Facing Skinner,Brian Duong,20212022,2590389.0,"Frydek-Mistek, Czechoslovakia",Czechoslovakia,72.0,194.0,28/3/1991,30.0,159.0,18.0,31.0,15.0,49.0,20.0,1.0,5.0,0.0,1.0,5.0,2.0,16.0,1624.0,76187.0,989.44155844,143.0,77.0,124.0,42.0,77.0,1.0,6.0,7.0,6.0,1.0,,,,,,,,,,,,,,,,
70,10,Mike Smith,EDM,Western,G,steams hams Norhtern Lights,bryan lam,20212022,1971.0,"Kingston, ON",CAN,77.0,220.0,22/3/1982,39.0,120.0,,,,,,,,,,,,,,,,,28.0,,,,0.0,0.0,0.0,0.0,0.0,,27.0,16.0,9.0,874.0,74.0,800.0,2.0,94798.0,2.0,2.81018587,0.91533181,0.59259259,,,
71,11,Nick Suzuki,MON,Eastern,C,steams hams Norhtern Lights,bryan lam,20212022,4233594.0,"London, ON",CAN,71.0,207.0,10/8/1999,22.0,210.0,21.0,40.0,-29.0,61.0,30.0,8.0,12.0,1.0,2.0,4.0,698.0,712.0,1977.0,100910.0,1230.6097561,186.0,82.0,89.0,62.0,82.0,9.0,14.0,23.0,20.0,3.0,,,,,,,,,,,,,,,,
72,11,Charlie McAvoy,BOS,Eastern,D,Front Facing Skinner,Brian Duong,20212022,3988803.0,"Long Beach, NY",USA,73.0,211.0,21/12/1997,24.0,195.0,10.0,46.0,31.0,56.0,66.0,4.0,17.0,1.0,0.0,5.0,0.0,0.0,2216.0,115409.0,1479.6025641,166.0,78.0,155.0,129.0,78.0,5.0,17.0,22.0,21.0,1.0,,,,,,,,,,,,,,56.0,,
73,11,Shea Theodore,VGK,Western,D,ミスター スパーコル,Maanik Bhandari,20212022,3042055.0,"Langley, BC",CAN,74.0,197.0,3/8/1995,26.0,173.0,14.0,38.0,6.0,52.0,24.0,1.0,11.0,0.0,0.0,5.0,0.0,0.0,2050.0,108282.0,1388.23076923,205.0,78.0,37.0,97.0,78.0,1.0,11.0,12.0,12.0,0.0,,,,,,,,,,,,,,52.0,,
74,11,Darnell Nurse,EDM,Western,D,Stupid Sexy Flanders,vince tran,20212022,3041997.0,"Hamilton, ON",CAN,76.0,215.0,4/2/1995,26.0,114.0,9.0,26.0,18.0,35.0,54.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1875.0,106707.0,1502.91549296,203.0,71.0,196.0,132.0,71.0,2.0,7.0,9.0,6.0,3.0,,,,,,,,,,,,,,35.0,,
75,11,Jonathan Toews,CHI,Western,C,THE FAMILY GUY,Brandon Nguyen,20212022,3669.0,"Winnipeg, MB",CAN,74.0,201.0,29/4/1988,33.0,121.0,12.0,25.0,-14.0,37.0,39.0,4.0,3.0,1.0,0.0,2.0,788.0,548.0,1649.0,74419.0,1048.15492958,125.0,71.0,25.0,22.0,71.0,5.0,3.0,8.0,7.0,1.0,,,,,,,,,,,,,,,,
76,11,Evgeny Kuznetsov,WSH,Eastern,C,Super Nintendo Chalmers,Ivan Chow,20212022,5647.0,"Chelyabinsk, RUS",RUS,74.0,207.0,19/5/1992,29.0,279.0,24.0,54.0,7.0,78.0,44.0,8.0,19.0,3.0,2.0,4.0,505.0,661.0,1836.0,96129.0,1216.82278481,208.0,79.0,42.0,25.0,79.0,11.0,21.0,32.0,27.0,5.0,1.0,,,,,,,,,,,,,,,
77,11,Sam Reinhart,FLA,Eastern,RW,Radioactive Man,Nam Le,20212022,3114722.0,"Vancouver, BC",CAN,73.0,196.0,6/11/1995,26.0,302.0,33.0,49.0,26.0,82.0,13.0,16.0,14.0,0.0,2.0,6.0,174.0,185.0,1596.0,83112.0,1065.53846154,186.0,78.0,49.0,30.0,78.0,16.0,16.0,32.0,30.0,2.0,2.0,,,,,,,,,,,,,,,
78,12,Jack Campbell,TOR,Eastern,G,Radioactive Man,Nam Le,20212022,5473.0,"Port Huron, MI",USA,75.0,207.0,9/1/1992,29.0,237.0,,,,,,,,,,,,,,,,,49.0,,,,0.0,0.0,0.0,0.0,0.0,,47.0,31.0,9.0,1430.0,123.0,1307.0,5.0,167724.0,6.0,2.64005151,0.91398601,0.67391304,,,
79,12,Morgan Rielly,TOR,Eastern,D,Super Nintendo Chalmers,Ivan Chow,20212022,2976833.0,"Vancouver, BC",CAN,73.0,225.0,9/3/1994,27.0,233.0,10.0,58.0,16.0,68.0,40.0,2.0,21.0,0.0,3.0,3.0,0.0,0.0,2243.0,116804.0,1424.43902439,221.0,82.0,92.0,87.0,82.0,2.0,24.0,26.0,23.0,3.0,,,,,,,,,,,,,,68.0,,
80,12,Tomas Hertl,SJ,Western,C,THE FAMILY GUY,Brandon Nguyen,20212022,2976844.0,"Prague, CZE",CZE,75.0,220.0,12/11/1993,28.0,233.0,30.0,34.0,-9.0,64.0,30.0,6.0,10.0,0.0,1.0,6.0,767.0,699.0,2080.0,98111.0,1196.47560976,205.0,82.0,105.0,57.0,82.0,6.0,11.0,17.0,16.0,1.0,2.0,,,,,,,,,,,,,,,
81,12,Vitek Vanecek,WSH,Eastern,G,Stupid Sexy Flanders,vince tran,20212022,3114996.0,"Havlickuv Brod, CZE",CZE,74.0,184.0,9/1/1996,25.0,156.0,,,,,,,,,,,,,,,,,42.0,,,,0.0,0.0,0.0,0.0,0.0,,39.0,20.0,12.0,1117.0,103.0,1014.0,4.0,139043.0,6.0,2.66680092,0.90778872,0.52631579,,,
82,12,Aaron Ekblad,FLA,Eastern,D,ミスター スパーコル,Maanik Bhandari,20212022,3114717.0,"Windsor, ON",CAN,76.0,220.0,7/2/1996,25.0,196.0,15.0,42.0,38.0,57.0,26.0,3.0,17.0,0.0,3.0,2.0,0.0,0.0,1831.0,91214.0,1495.31147541,180.0,61.0,62.0,69.0,61.0,3.0,20.0,23.0,20.0,3.0,,,,,,,,,,,,,,57.0,,
83,12,John Klingberg,DAL,Western,D,Front Facing Skinner,Brian Duong,20212022,2590751.0,"Gothenburg, SWE",SWE,74.0,185.0,14/8/1992,29.0,163.0,6.0,41.0,-28.0,47.0,34.0,1.0,19.0,0.0,0.0,2.0,0.0,0.0,1826.0,98652.0,1333.13513514,139.0,74.0,57.0,77.0,74.0,1.0,19.0,20.0,20.0,0.0,,,,,,,,,,,,,,47.0,,
84,12,Conor Garland,VAN,Western,RW,steams hams Norhtern Lights,bryan lam,20212022,3939718.0,"Scituate, MA",USA,70.0,165.0,11/3/1996,25.0,162.0,19.0,33.0,18.0,52.0,36.0,1.0,2.0,0.0,0.0,3.0,5.0,4.0,1676.0,75786.0,984.23376623,203.0,77.0,52.0,22.0,77.0,1.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,
85,13,Bo Horvat,VAN,Western,C,steams hams Norhtern Lights,bryan lam,20212022,3042002.0,"London, ON",CAN,73.0,225.0,5/4/1995,26.0,180.0,31.0,21.0,3.0,52.0,40.0,13.0,6.0,1.0,0.0,4.0,841.0,634.0,1716.0,81919.0,1170.27142857,194.0,70.0,96.0,45.0,70.0,14.0,6.0,20.0,19.0,1.0,,,,,,,,,,,,,,,,
86,13,Vladimir Tarasenko,STL,Western,RW,Front Facing Skinner,Brian Duong,20212022,5837.0,"Yaroslavl, RUS",RUS,73.0,219.0,13/12/1991,30.0,287.0,34.0,48.0,7.0,82.0,32.0,5.0,17.0,0.0,1.0,9.0,4.0,7.0,1649.0,76101.0,1014.68,230.0,75.0,83.0,45.0,75.0,5.0,18.0,23.0,22.0,1.0,1.0,,,,,,,,,,,,,,,
87,13,Jack Hughes,NJ,Eastern,C,ミスター スパーコル,Maanik Bhandari,20212022,4565222.0,"Orlando, FL",USA,71.0,175.0,14/5/2001,20.0,184.0,26.0,30.0,-16.0,56.0,0.0,6.0,8.0,0.0,0.0,2.0,122.0,231.0,1089.0,57522.0,1173.91836735,165.0,49.0,6.0,15.0,49.0,6.0,8.0,14.0,14.0,0.0,,,,,,,,,,,,,,,,
